number1,number2,length1,length2
846237,186313968,6,9
783284,323391414,6,9
301496,792203910,6,9
900188,289786858,6,9
865463,264146473,6,9
520730,545634265,6,9
295244,994651413,6,9
597650,143250528,6,9
658733,233997598,6,9
272128,421069280,6,9
272708,905754442,6,9
418377,433540343,6,9
332924,649215634,6,9
874083,895779099,6,9
453902,746050036,6,9
130728,682665475,6,9
738643,243984412,6,9
283382,726227329,6,9
495407,564677688,6,9
962214,943620184,6,9
335354,299513278,6,9
506852,990806192,6,9
882922,566284209,6,9
578034,131839491,6,9
733510,413811213,6,9
573792,475500556,6,9
864653,993085372,6,9
711938,284982475,6,9
395163,875501976,6,9
135590,103575995,6,9
505480,253415805,6,9
774473,791255162,6,9
798368,887083828,6,9
295197,774408999,6,9
231444,575946678,6,9
659474,839370826,6,9
352873,669865033,6,9
240135,810597585,6,9
134401,488214333,6,9
500912,441864432,6,9
616139,306363354,6,9
609228,668439856,6,9
951981,464349339,6,9
752291,964716340,6,9
539808,720240990,6,9
572469,465278910,6,9
897236,354173081,6,9
974776,780344170,6,9
728929,182319216,6,9
607675,709304792,6,9
883528,113215283,6,9
778147,668322921,6,9
706391,793280891,6,9
734850,725868783,6,9
293571,267209002,6,9
922975,528609430,6,9
870739,314036182,6,9
503294,353575813,6,9
519950,601086052,6,9
624325,252416755,6,9
997713,273020925,6,9
360086,459451209,6,9
987619,975231233,6,9
122979,754352860,6,9
217559,456852835,6,9
334764,557523688,6,9
134918,388800510,6,9
368479,126169739,6,9
150522,644666184,6,9
654461,983316137,6,9
517628,764866223,6,9
763062,459181818,6,9
753358,363805900,6,9
444324,461869158,6,9
901984,248573216,6,9
396349,886583087,6,9
271249,986215023,6,9
438031,664558301,6,9
816649,133346795,6,9
849219,509064374,6,9
565752,441243812,6,9
854577,649138653,6,9
764600,346717600,6,9
716535,573127696,6,9
782807,690693677,6,9
936205,316972434,6,9
782350,594778577,6,9
361408,324500123,6,9
276215,847100721,6,9
559103,536987661,6,9
850475,409990677,6,9
840729,396118531,6,9
566108,171418873,6,9
195648,360256987,6,9
979315,688444649,6,9
262925,450111986,6,9
311335,268563792,6,9
918115,619321340,6,9
748182,4443841921,6,10
599386,4245946445,6,10
275985,2805060366,6,10
677031,2976337250,6,10
979462,4331857378,6,10
764700,1754101062,6,10
988969,3661231563,6,10
651056,4154682825,6,10
661228,3991515907,6,10
608881,2663492664,6,10
437419,3920970829,6,10
593300,7738576243,6,10
317651,4185520487,6,10
268626,8621548482,6,10
531640,9408884902,6,10
920226,6779255442,6,10
745652,2488990230,6,10
627351,5066966541,6,10
168190,1766026194,6,10
837313,1901150380,6,10
883685,3518336420,6,10
262989,7251958686,6,10
281210,3250959092,6,10
742799,6498613706,6,10
233846,4824546921,6,10
789204,8868895173,6,10
727872,2503007986,6,10
341277,3203964742,6,10
898995,5846499485,6,10
753006,3132930394,6,10
626946,9643743722,6,10
812718,4928625641,6,10
124340,9370621129,6,10
824308,6492732313,6,10
924495,4581138574,6,10
769443,7954179815,6,10
145448,7449365367,6,10
913218,1023334186,6,10
774735,3067957578,6,10
828980,4381781472,6,10
216308,5252964284,6,10
873526,7414697269,6,10
580387,5812429361,6,10
478302,1405038378,6,10
567889,8412897587,6,10
340282,6532420721,6,10
536852,9106246860,6,10
313051,3352556513,6,10
628112,7072869065,6,10
592079,9085640796,6,10
204306,5081614134,6,10
921870,4026062637,6,10
701655,1290045375,6,10
846737,6605895495,6,10
634697,7947213398,6,10
399736,2585819233,6,10
195475,1746316079,6,10
882345,8107043068,6,10
943394,1944838773,6,10
566441,7032672731,6,10
743260,6675423667,6,10
597030,5254965160,6,10
343557,1073705048,6,10
631627,7139119948,6,10
681462,2842780725,6,10
766866,9203289060,6,10
923766,9981745162,6,10
264767,7819652638,6,10
828050,9662091827,6,10
427078,4558067349,6,10
990928,5274194443,6,10
560889,4330473712,6,10
568369,1244517997,6,10
142424,3453044563,6,10
845876,4182432676,6,10
778800,5919329180,6,10
156251,3754066357,6,10
915200,2706029760,6,10
380154,1221848364,6,10
921271,6126986633,6,10
361625,9866436887,6,10
894508,5984916477,6,10
354464,6282584973,6,10
487365,2620902499,6,10
564668,4048840638,6,10
590418,2288639055,6,10
600710,4823072445,6,10
303446,4141542469,6,10
595774,8524463862,6,10
551253,4345749537,6,10
166357,2613779330,6,10
322367,1781885325,6,10
692708,3069666911,6,10
786622,4971600139,6,10
549072,2342686584,6,10
496682,9716785010,6,10
971627,5039675843,6,10
143901,7657765690,6,10
205201,3349035532,6,10
793375,8387243491,6,10
6148288,3,7,1
3903913,10,7,1
5131995,9,7,1
8484227,8,7,1
8448032,9,7,1
2437326,9,7,1
6073555,5,7,1
2734651,9,7,1
7941460,4,7,1
2785282,6,7,1
5013874,3,7,1
7166899,8,7,1
2882200,9,7,1
7167886,5,7,1
8669833,8,7,1
9179514,4,7,1
9176499,2,7,1
2902148,3,7,1
3982119,1,7,1
2339355,7,7,1
1758261,2,7,1
9895096,5,7,1
1833693,5,7,1
1156549,6,7,1
9576091,10,7,1
3994118,4,7,1
4379308,6,7,1
3359654,7,7,1
7412263,5,7,1
4922439,9,7,1
8437987,4,7,1
8742585,9,7,1
1735638,6,7,1
3318567,1,7,1
6907025,3,7,1
8539787,2,7,1
1604219,4,7,1
2912247,10,7,1
5431298,4,7,1
6197319,10,7,1
3719449,4,7,1
5953372,6,7,1
2854595,4,7,1
7674865,9,7,1
3029982,7,7,1
2395156,3,7,1
2005083,1,7,1
8012572,1,7,1
8135169,4,7,1
4589347,9,7,1
4242835,3,7,1
3425037,5,7,1
1756983,2,7,1
1655506,10,7,1
1313763,3,7,1
6379707,8,7,1
3079743,10,7,1
3890440,1,7,1
3464790,1,7,1
2274989,10,7,1
5216286,7,7,1
2519048,8,7,1
9340567,10,7,1
8483045,6,7,1
1393286,5,7,1
5589421,1,7,1
5522821,9,7,1
9848322,9,7,1
8422457,2,7,1
9503793,5,7,1
2530047,6,7,1
8286761,1,7,1
4887609,6,7,1
1525026,4,7,1
2159450,7,7,1
3436926,5,7,1
7442270,10,7,1
6292066,6,7,1
4709839,3,7,1
7206083,3,7,1
8209886,9,7,1
4798330,9,7,1
5240558,5,7,1
8790349,10,7,1
1725806,6,7,1
5740057,9,7,1
5668903,4,7,1
2673242,7,7,1
4054055,5,7,1
5377645,5,7,1
4087574,5,7,1
5702765,3,7,1
5751456,2,7,1
5915515,5,7,1
9221265,10,7,1
5668267,10,7,1
1958833,2,7,1
7020207,2,7,1
8763118,7,7,1
7068552,5,7,1
5390290,72,7,2
9409172,85,7,2
2178542,99,7,2
7754612,29,7,2
8810907,23,7,2
2284003,17,7,2
4139091,10,7,2
8303945,63,7,2
7094866,87,7,2
4007726,86,7,2
5994219,97,7,2
4147252,18,7,2
3385957,32,7,2
2691688,22,7,2
3537814,60,7,2
4659837,100,7,2
2557585,79,7,2
9816560,38,7,2
8989530,14,7,2
8473409,99,7,2
5405303,21,7,2
6169746,84,7,2
1810457,52,7,2
7025741,61,7,2
3953976,99,7,2
4682808,56,7,2
2088394,95,7,2
9976503,49,7,2
1332913,62,7,2
8177349,67,7,2
1865500,71,7,2
6707352,60,7,2
8209516,55,7,2
2981440,17,7,2
9357821,77,7,2
6553079,64,7,2
6326058,65,7,2
5547976,29,7,2
1037664,90,7,2
9874126,54,7,2
4939905,37,7,2
1796702,55,7,2
9059817,11,7,2
5232240,67,7,2
7196620,99,7,2
8968379,80,7,2
4159578,93,7,2
3591816,39,7,2
6550265,33,7,2
5773551,76,7,2
1011191,49,7,2
6859771,26,7,2
8263040,60,7,2
4492173,42,7,2
6994032,59,7,2
7890003,25,7,2
1159266,54,7,2
4033835,35,7,2
9611230,54,7,2
2348751,89,7,2
3335133,46,7,2
2873672,89,7,2
7853446,68,7,2
8160999,86,7,2
1404884,93,7,2
5690064,59,7,2
4353130,34,7,2
4910713,48,7,2
6981637,31,7,2
9784361,12,7,2
9825535,44,7,2
5352526,85,7,2
6834893,98,7,2
3321074,51,7,2
1274261,35,7,2
3535527,20,7,2
9806553,97,7,2
6956588,17,7,2
3980557,93,7,2
7928795,55,7,2
7498577,28,7,2
1876783,39,7,2
5205644,90,7,2
5395052,51,7,2
7470915,56,7,2
4251597,79,7,2
5084495,79,7,2
1729829,99,7,2
8658918,76,7,2
4055065,77,7,2
1415686,29,7,2
1775261,75,7,2
7206853,51,7,2
3484520,35,7,2
9126577,72,7,2
7935233,89,7,2
1359280,49,7,2
3982711,72,7,2
2192735,97,7,2
8580957,71,7,2
5366529,184,7,3
7748625,402,7,3
3342836,490,7,3
3614916,512,7,3
9564133,710,7,3
7681373,255,7,3
5695690,250,7,3
2538507,413,7,3
8758045,707,7,3
9794424,592,7,3
2414932,436,7,3
8868766,452,7,3
5074745,556,7,3
8666421,828,7,3
8085894,253,7,3
3767234,382,7,3
3166183,960,7,3
8931608,369,7,3
6572149,797,7,3
5732320,436,7,3
5413363,962,7,3
6487282,784,7,3
6371766,890,7,3
9535471,164,7,3
6748887,470,7,3
1829318,544,7,3
3251310,917,7,3
8847944,176,7,3
3234697,655,7,3
1711148,833,7,3
4525595,785,7,3
9341482,430,7,3
6519088,131,7,3
8549104,470,7,3
8306004,905,7,3
8162388,154,7,3
4155155,640,7,3
9743400,749,7,3
4249879,692,7,3
2491239,241,7,3
9184580,940,7,3
3758763,737,7,3
3594136,296,7,3
9629521,821,7,3
5244664,666,7,3
3973850,993,7,3
8714933,937,7,3
7959669,424,7,3
3119310,112,7,3
6443031,461,7,3
9773197,949,7,3
2670603,814,7,3
5334817,635,7,3
3439860,243,7,3
1354911,601,7,3
7739103,145,7,3
9200312,459,7,3
2395047,934,7,3
1510666,138,7,3
7739770,340,7,3
3439835,492,7,3
7133528,258,7,3
1094898,360,7,3
3169423,981,7,3
2805252,986,7,3
2202428,982,7,3
7410879,554,7,3
1664730,828,7,3
6373824,495,7,3
8225982,946,7,3
4913399,500,7,3
6958826,765,7,3
1441886,555,7,3
2567796,704,7,3
1330078,591,7,3
5670461,287,7,3
4303246,908,7,3
1437085,606,7,3
9623331,566,7,3
4853173,337,7,3
9734150,914,7,3
9576035,261,7,3
3969733,624,7,3
7566377,537,7,3
2465305,192,7,3
8631509,812,7,3
9201430,882,7,3
3306086,715,7,3
9227191,887,7,3
1778907,379,7,3
6946184,846,7,3
8366211,658,7,3
4800241,941,7,3
6116249,947,7,3
8714441,597,7,3
1850857,354,7,3
3996183,909,7,3
7763432,234,7,3
4836010,108,7,3
3074578,956,7,3
4955244,4817,7,4
6216561,3259,7,4
3428587,3150,7,4
5962360,5334,7,4
2435688,8232,7,4
1443436,2603,7,4
6340665,8546,7,4
3641282,9189,7,4
6892486,8641,7,4
4994908,1543,7,4
6043665,1674,7,4
5540039,9307,7,4
2269175,6726,7,4
6007930,5496,7,4
6633699,9225,7,4
1907436,1313,7,4
8951109,3395,7,4
8822891,2844,7,4
6106912,2875,7,4
8854568,6580,7,4
3534115,3391,7,4
4489765,3931,7,4
7482132,1900,7,4
3467467,3740,7,4
8546566,6495,7,4
1398140,4516,7,4
4212696,7560,7,4
1651902,8122,7,4
2004422,1125,7,4
9062558,5549,7,4
7715666,8820,7,4
9818232,9191,7,4
3470813,2923,7,4
5254270,4699,7,4
1378649,4434,7,4
6024355,3716,7,4
9603666,9311,7,4
6447716,2665,7,4
6720011,5306,7,4
8654385,5650,7,4
5630677,4689,7,4
7853426,6855,7,4
4782757,7067,7,4
5278894,9833,7,4
5803812,2225,7,4
2250489,2627,7,4
1786755,9429,7,4
9381088,7324,7,4
6852741,5378,7,4
9745961,7335,7,4
3729899,9434,7,4
8267193,5906,7,4
8007124,7958,7,4
8544481,7118,7,4
6837847,8757,7,4
5938776,8490,7,4
9836053,6367,7,4
8123207,1814,7,4
8107380,2631,7,4
1538475,4538,7,4
6707133,4966,7,4
8920797,4811,7,4
2261612,2395,7,4
7788229,9821,7,4
1826057,2539,7,4
8099961,1414,7,4
3177169,9866,7,4
9233507,1036,7,4
1897725,5313,7,4
2336397,1537,7,4
9321767,7045,7,4
8211531,3069,7,4
1167904,4048,7,4
9046068,2039,7,4
2562004,4430,7,4
4756095,7811,7,4
5151858,2760,7,4
7831370,9718,7,4
8968645,1846,7,4
3018061,8568,7,4
6333391,3119,7,4
1439560,4303,7,4
9058725,5677,7,4
1943963,1777,7,4
5820285,6323,7,4
8936283,3509,7,4
5867420,8918,7,4
2964817,9685,7,4
8475830,1045,7,4
9782385,2532,7,4
5127432,2444,7,4
1038878,3171,7,4
4829828,4640,7,4
9231638,1394,7,4
9983724,8523,7,4
5074104,3959,7,4
4371231,3354,7,4
6190913,7081,7,4
4645621,5511,7,4
4048330,9989,7,4
1417120,65456,7,5
4519790,54916,7,5
2528012,67958,7,5
7613832,41040,7,5
1546520,34261,7,5
6712666,94913,7,5
4394632,22047,7,5
8138755,20702,7,5
3779752,65049,7,5
5623998,44437,7,5
6955340,60473,7,5
2796043,75982,7,5
9960224,38296,7,5
3089653,39590,7,5
5016242,35587,7,5
1527102,42074,7,5
6014143,80193,7,5
6583815,72904,7,5
1013931,88685,7,5
7118960,13487,7,5
4363108,61361,7,5
3336453,91202,7,5
5014738,48436,7,5
9631964,68452,7,5
9786158,47566,7,5
8990039,75178,7,5
3950139,54050,7,5
4278747,65079,7,5
7408567,86854,7,5
2986608,72344,7,5
7190124,43757,7,5
3521140,19714,7,5
2186850,83927,7,5
4223587,40008,7,5
6799225,95723,7,5
1155721,56954,7,5
4232469,20233,7,5
6053570,78101,7,5
3686927,63485,7,5
1216360,18262,7,5
8239195,38217,7,5
9350850,65808,7,5
2662097,17127,7,5
7604143,11044,7,5
4302300,28702,7,5
9118548,41179,7,5
7555911,22867,7,5
7376102,68450,7,5
5524065,40381,7,5
4860705,74945,7,5
9123282,19654,7,5
7781589,39563,7,5
6369021,15800,7,5
8770924,17731,7,5
5830885,63797,7,5
2282343,11881,7,5
2883639,79505,7,5
7683550,60435,7,5
7374132,90469,7,5
2425750,84965,7,5
4760080,93031,7,5
1527128,70982,7,5
8728269,26900,7,5
7953931,77629,7,5
6640774,55365,7,5
7608781,71393,7,5
4633220,59624,7,5
2204729,99780,7,5
7829376,53052,7,5
9595520,30190,7,5
9006929,89948,7,5
4290921,84797,7,5
5226169,38359,7,5
3213520,32612,7,5
2819215,88752,7,5
2826088,31941,7,5
3722973,51977,7,5
4681685,16198,7,5
2706173,19030,7,5
6294156,48297,7,5
3081052,74951,7,5
1467995,42537,7,5
2367055,35990,7,5
5352064,87068,7,5
4003000,14853,7,5
8124974,21278,7,5
2283569,96997,7,5
2287654,56155,7,5
1893398,81292,7,5
3780137,90214,7,5
8344392,56300,7,5
4899147,70567,7,5
3412062,43577,7,5
8420657,29549,7,5
4732838,65831,7,5
5480667,70239,7,5
8324455,72484,7,5
9900685,16436,7,5
3876072,55775,7,5
6318971,24342,7,5
8568066,695066,7,6
3291990,799351,7,6
6747177,286644,7,6
7119346,513523,7,6
6852716,969280,7,6
3906827,380381,7,6
8356806,667187,7,6
2101266,380440,7,6
2951289,799605,7,6
7920455,351376,7,6
9192246,961340,7,6
1158798,320529,7,6
2850218,757512,7,6
4860416,728752,7,6
2811357,557936,7,6
4566465,968926,7,6
9552731,874520,7,6
2866558,318355,7,6
1705392,433976,7,6
5954389,198189,7,6
9401828,887015,7,6
2148912,866595,7,6
7183359,608204,7,6
3327341,235795,7,6
7826417,314726,7,6
3672742,575622,7,6
2152219,754578,7,6
9318829,951311,7,6
9264594,180254,7,6
2022251,853680,7,6
4237664,920910,7,6
1731942,220496,7,6
9183090,604046,7,6
4502480,383173,7,6
8254543,321785,7,6
8199329,674485,7,6
1499299,749904,7,6
4989917,884635,7,6
7072695,633926,7,6
7684468,389892,7,6
8123943,671182,7,6
2325313,447226,7,6
6162117,380741,7,6
1761965,599818,7,6
2071265,249119,7,6
6797870,984995,7,6
7308547,280188,7,6
7772318,949512,7,6
5336037,502545,7,6
2171800,629545,7,6
3317914,719028,7,6
7315255,900902,7,6
3763461,877851,7,6
8808499,316891,7,6
9658736,416587,7,6
3000186,863640,7,6
3778638,477808,7,6
2690651,793446,7,6
8536049,521787,7,6
6372101,595320,7,6
5399696,664872,7,6
9532050,840688,7,6
4246527,485683,7,6
1051226,408405,7,6
8702019,861150,7,6
7808266,496684,7,6
1123666,923223,7,6
5177383,161976,7,6
4694025,952892,7,6
3305442,748718,7,6
3872274,667202,7,6
3572916,289779,7,6
7094216,113544,7,6
8663733,878681,7,6
7876839,565262,7,6
2588145,816617,7,6
9455648,799326,7,6
4786053,565607,7,6
3475175,797367,7,6
4478956,853285,7,6
8584008,880273,7,6
3462416,642802,7,6
9625551,915654,7,6
1900165,784668,7,6
5147697,992925,7,6
2473021,864476,7,6
4451307,649147,7,6
1973741,763517,7,6
7185320,712371,7,6
5868074,342688,7,6
6611661,597968,7,6
2046214,784138,7,6
4568189,358819,7,6
6959905,907905,7,6
5771099,910094,7,6
8799396,884330,7,6
8087173,141854,7,6
1488620,754655,7,6
7010185,604987,7,6
4288590,875928,7,6
8448861,8087411,7,7
2638279,1128183,7,7
9901187,7883372,7,7
8908042,5252662,7,7
7970281,4095963,7,7
8777658,5583219,7,7
4075667,7206436,7,7
5455228,4144656,7,7
5255656,1600402,7,7
9061948,7593789,7,7
9665186,6913011,7,7
6532419,8127621,7,7
7166884,6691657,7,7
6025875,3380798,7,7
7073379,9957263,7,7
7291657,6506191,7,7
4768352,9675758,7,7
8255557,9138397,7,7
9206225,2947081,7,7
5906812,7668243,7,7
9269861,6563874,7,7
4709916,4826403,7,7
7422211,8811010,7,7
6405769,9350955,7,7
9470728,1244861,7,7
8878186,7271653,7,7
3028864,5957330,7,7
1616195,5540481,7,7
2223209,1563924,7,7
1160842,5364183,7,7
3831230,1734417,7,7
2155741,5953128,7,7
4686440,5972291,7,7
5161200,3944062,7,7
7964584,5715426,7,7
7260276,7298752,7,7
7266526,1490763,7,7
6738376,5762565,7,7
2751920,9983596,7,7
3626489,4132689,7,7
8671937,7554272,7,7
1975141,2242711,7,7
5411157,3507333,7,7
3260993,8803824,7,7
7663094,3188227,7,7
1398536,3432570,7,7
8931482,9622892,7,7
4881346,6456124,7,7
5181539,8701548,7,7
4743295,4303072,7,7
6566520,6431753,7,7
2262687,6465560,7,7
2904654,4795080,7,7
3789737,3151523,7,7
9145637,4760269,7,7
3046035,2668825,7,7
5604832,9764353,7,7
8632615,1061640,7,7
5646887,5671780,7,7
8500189,9510743,7,7
9364007,3725841,7,7
8560502,2886953,7,7
1968044,6635341,7,7
9720613,5045646,7,7
6526484,7282791,7,7
5248610,1164583,7,7
4908651,5654087,7,7
8687255,5000253,7,7
6499526,9594187,7,7
5565096,3254335,7,7
6401848,9799789,7,7
9266988,4971529,7,7
1955005,1255737,7,7
9798315,2809176,7,7
6401187,3983091,7,7
5916824,2957514,7,7
6466899,8364722,7,7
9122304,7225067,7,7
6338789,9789169,7,7
4952516,2305636,7,7
9052676,9240872,7,7
2334576,9593028,7,7
9946428,7396179,7,7
8586873,5226527,7,7
5138995,4652864,7,7
2437806,4391697,7,7
9833655,4394629,7,7
2076718,6568702,7,7
8034043,7235840,7,7
7125218,3534268,7,7
5122019,4731362,7,7
7505737,9281735,7,7
1300692,5692948,7,7
4238243,1342355,7,7
9174640,6243644,7,7
3439681,3288456,7,7
7001411,2272529,7,7
4556079,6266993,7,7
9883236,4404617,7,7
7755237,4939965,7,7
1940272,29810039,7,8
2216269,25821860,7,8
9937586,43309714,7,8
9617623,65138298,7,8
3511911,37173009,7,8
7990499,47784648,7,8
3800078,11276903,7,8
2548565,71733484,7,8
1911661,75010888,7,8
9970300,84197548,7,8
1678193,66103013,7,8
7936839,14377322,7,8
7553886,62241452,7,8
7263661,87930003,7,8
8853370,46482559,7,8
5435663,43608358,7,8
6593245,90792836,7,8
1865646,30958750,7,8
2299655,35876452,7,8
7609261,68605432,7,8
7637753,50199024,7,8
6254214,19236302,7,8
4592310,12204558,7,8
5256622,27930227,7,8
4262731,81060412,7,8
8241662,43648733,7,8
3987159,78953401,7,8
1472172,48585807,7,8
3755281,95639523,7,8
6882585,87325873,7,8
9197156,86892661,7,8
4246499,32655802,7,8
9949616,52781735,7,8
9826709,12964761,7,8
5458514,32185648,7,8
2207978,45919293,7,8
2755721,73606588,7,8
1366588,90406512,7,8
8571390,49993346,7,8
2410552,69488153,7,8
5857668,78993384,7,8
3033844,66484497,7,8
7035749,86119133,7,8
7027463,43240670,7,8
3416315,44769895,7,8
9299139,72251922,7,8
5375716,34844638,7,8
8443148,66185877,7,8
4840966,14015954,7,8
3637845,52888831,7,8
9050548,96334463,7,8
1053534,92813541,7,8
8567276,67834872,7,8
5406647,98089494,7,8
9063475,97775440,7,8
8353593,13286709,7,8
6178906,73695936,7,8
3102015,43920610,7,8
8681460,60300686,7,8
2886502,91370550,7,8
6571587,83491748,7,8
3538503,34494669,7,8
6979191,74752935,7,8
9344061,95794872,7,8
9454811,22759677,7,8
4171091,73669214,7,8
1569633,50953262,7,8
4852205,25061749,7,8
3286989,68274284,7,8
2342271,96166315,7,8
4782608,93840542,7,8
8531671,14122328,7,8
6162523,86273116,7,8
3869996,26723406,7,8
1336348,91154138,7,8
6320822,18357578,7,8
9183429,13173843,7,8
7585978,75705804,7,8
3342638,76180594,7,8
4094461,65786612,7,8
3720651,34985686,7,8
5264485,81971481,7,8
8151877,59501540,7,8
8927385,36040894,7,8
6123749,98507163,7,8
6935849,79787357,7,8
9612193,28016449,7,8
5102301,89080148,7,8
9589197,46432775,7,8
5458063,23769623,7,8
8802671,47172340,7,8
9250334,70455969,7,8
8853860,42984559,7,8
4948178,56902556,7,8
5736203,47680171,7,8
1918395,81057336,7,8
7946314,84202237,7,8
9718030,13501662,7,8
2001792,18399779,7,8
8505517,34958871,7,8
9309422,721779287,7,9
4246282,122529555,7,9
3061105,268331581,7,9
1247666,852416635,7,9
9074821,452736208,7,9
9171443,783785829,7,9
5351605,836823560,7,9
1543592,430812438,7,9
3639693,357530893,7,9
6487554,624767709,7,9
4564260,582010300,7,9
7987383,740635550,7,9
9538837,311496271,7,9
5572626,410432018,7,9
7815361,686484481,7,9
3958967,479757444,7,9
5031438,857276853,7,9
2673275,969789720,7,9
5053468,232256006,7,9
3253751,144718014,7,9
8812427,391135925,7,9
7976765,820560093,7,9
3514673,420804502,7,9
3157491,355828830,7,9
4276544,110681079,7,9
2284641,455320370,7,9
8493600,998082729,7,9
8628436,762667370,7,9
8808288,555551269,7,9
6909048,587259173,7,9
1717432,622360206,7,9
9354238,545949671,7,9
7289950,256578963,7,9
2114421,407484007,7,9
6246509,178537039,7,9
7535949,789823083,7,9
2433579,922725025,7,9
8538644,991752819,7,9
2625955,614554719,7,9
8454273,559644930,7,9
9040358,398647835,7,9
4187631,344806415,7,9
1907421,234080390,7,9
4326081,691858770,7,9
4647526,148442375,7,9
8013024,776237966,7,9
9846268,281202971,7,9
3859512,417582565,7,9
9860330,512274618,7,9
6632518,879448118,7,9
1807541,967194437,7,9
7150982,454240198,7,9
3075511,840698821,7,9
9797858,395449769,7,9
2434772,556938082,7,9
7519934,652943447,7,9
3084394,620412794,7,9
4489093,302051291,7,9
4666665,578384613,7,9
1369437,368723733,7,9
9946150,212363788,7,9
3399815,622872124,7,9
4956840,575203512,7,9
4609462,880737934,7,9
8729677,702261374,7,9
5375014,114874591,7,9
2386972,480822812,7,9
1459264,971760405,7,9
8972971,665083828,7,9
8138276,956580798,7,9
6586963,839563799,7,9
2567194,154544763,7,9
9335753,542331213,7,9
8288698,924340179,7,9
1031838,825099970,7,9
3274720,723840232,7,9
9822162,354978265,7,9
9917208,147865587,7,9
3145683,725310409,7,9
7257932,641145490,7,9
5217586,705685377,7,9
4023689,231363709,7,9
5651568,967817707,7,9
6485010,501553548,7,9
5949372,341362868,7,9
8701656,126528642,7,9
1304427,621173469,7,9
6987236,834924982,7,9
3672481,243764955,7,9
5853184,257260670,7,9
8554228,281535189,7,9
1794962,582528335,7,9
4183501,790888435,7,9
4050678,833876223,7,9
5389381,187775139,7,9
8646663,399820008,7,9
3444158,190149063,7,9
9064689,620673212,7,9
5458079,102047091,7,9
1650921,205243315,7,9
5204259,5022169043,7,10
4252657,7520845341,7,10
1461190,3964485511,7,10
3189569,3175159981,7,10
6951545,2735154705,7,10
9382083,2359001784,7,10
3471478,5697662297,7,10
5980974,3107938526,7,10
1003458,8187901379,7,10
1107752,4697498042,7,10
2622571,8652448195,7,10
9441639,5322842293,7,10
7390563,8192232307,7,10
4595275,4772730623,7,10
4589417,1026569077,7,10
5865211,7260964437,7,10
1998302,1343580276,7,10
1239178,9816422743,7,10
1158613,5688286236,7,10
8217082,8689222333,7,10
9671006,1018875233,7,10
8755531,2196479526,7,10
9784706,3782839394,7,10
1900353,3796953858,7,10
6288506,4838565262,7,10
7684248,5931724875,7,10
5681286,6176934673,7,10
3412649,1495487792,7,10
6622691,8039932005,7,10
9921051,9817015314,7,10
2304116,8882784128,7,10
7829059,4471038547,7,10
2399837,8753514943,7,10
2359238,1166552485,7,10
7422974,2046226047,7,10
5547831,6816683584,7,10
6887863,8681294731,7,10
4821394,1823143310,7,10
5543439,3920197676,7,10
2492852,8228937605,7,10
5813716,6986330254,7,10
3896266,9951199246,7,10
1831621,5797245062,7,10
3382157,3737099646,7,10
3800418,8882805825,7,10
1427098,6379733010,7,10
9423449,3149227938,7,10
5113739,1898121412,7,10
2442899,2593820386,7,10
1642737,2148667601,7,10
3314443,1668961574,7,10
4675425,6415187681,7,10
1414845,7988702351,7,10
2690320,1315678230,7,10
8152541,5516594171,7,10
3851571,8076152790,7,10
4599156,7326308751,7,10
6404343,6752058548,7,10
9131681,3731234384,7,10
1414024,1687721038,7,10
7355539,1404877661,7,10
2527763,2401593563,7,10
7218560,1855600378,7,10
1335507,9146545340,7,10
9836027,7267348261,7,10
4041686,2377326049,7,10
8697597,6851474897,7,10
2016016,1010185419,7,10
5852094,8757752321,7,10
5821630,4168291979,7,10
5124722,4871145654,7,10
7707078,3979981894,7,10
2581433,5961168738,7,10
7134542,8864249297,7,10
6192790,1782475700,7,10
7351045,7482897753,7,10
8559753,2262240728,7,10
9254155,2958801168,7,10
6021764,2054487506,7,10
8812140,7730169029,7,10
3946296,4695027459,7,10
7097241,6268717675,7,10
7078896,6100675992,7,10
3529001,6596673009,7,10
4724463,5265787507,7,10
8375385,8363953276,7,10
3192793,3101697353,7,10
3946625,3983381174,7,10
3315743,3847251444,7,10
5495532,7820623341,7,10
8694255,8864437775,7,10
1589854,1456590753,7,10
6107047,6426943486,7,10
7673896,1225031784,7,10
4001028,2431243237,7,10
4899645,4524758641,7,10
9709287,2679225526,7,10
6445999,4503956330,7,10
3192283,7531773845,7,10
5383675,3180580887,7,10
39132857,6,8,1
21138889,4,8,1
95341498,4,8,1
58134812,8,8,1
29367936,9,8,1
75508592,1,8,1
96804428,7,8,1
22785044,10,8,1
86894851,5,8,1
70641462,10,8,1
85595570,7,8,1
77364656,8,8,1
86921109,2,8,1
93059238,4,8,1
66941692,2,8,1
43775736,6,8,1
97594905,10,8,1
83710065,8,8,1
79250153,9,8,1
65763179,2,8,1
38276329,1,8,1
64214409,2,8,1
28115658,5,8,1
34132337,4,8,1
85489831,7,8,1
90766508,10,8,1
10067841,2,8,1
85717571,1,8,1
84973341,1,8,1
54196950,1,8,1
75291491,8,8,1
17031171,6,8,1
69848461,6,8,1
12843262,3,8,1
22572793,10,8,1
21482491,9,8,1
49340220,2,8,1
64176420,5,8,1
78719521,4,8,1
67158634,6,8,1
19781956,3,8,1
54919236,2,8,1
68274186,6,8,1
81668679,9,8,1
73571724,4,8,1
53501678,6,8,1
98535640,2,8,1
40470381,1,8,1
53034768,10,8,1
67808658,2,8,1
17121475,6,8,1
